school_year,nces_lea_id,district_name,lea_name,state,county_primary,operating_schools_count,regular_schools_count,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_reported_fte,teachers_k12_fte,teachers_k12_fte_components,teachers_sum_diff_reported,paraprofessionals_fte,instructional_coordinators_fte,counselors_fte,psychologists_fte,student_support_staff_fte,librarians_fte,school_administrators_fte,school_admin_support_fte,lea_administrators_fte,lea_admin_support_fte,other_support_staff_fte,total_staff_fte,teacher_k12_valid,students_per_teacher_fte_k12,students_per_teacher_para_fte_k12,teachers_k12_per_1000,paraprofessionals_per_1000,counselors_per_1000,school_administrators_per_1000,lea_total_operating_schools_national,lea_operating_schools_in_region,lea_operating_schools_outside_region,lea_geographic_coverage_share,lea_fully_within_region
2020-2021,2011640,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,44,44,26117,597,25520,1820,36.0,457.15,597.0,738.7,0.0,1828.85,1792.85,1792.85,0.0,537.2,105.0,32.0,21.0,207.9,31.7,92.5,83.0,12.0,50.5,517.5,3519.15,True,14.23,10.95,70.25,21.05,1.25,3.62,44,44,0,1.0,True
2020-2021,2011850,Spring Hill,Spring Hill,KS,Johnson County,9,7,5836,92,5744,423,5.0,83.0,90.0,151.75,0.0,329.75,324.75,324.75,0.0,70.7,7.0,13.0,5.0,29.5,7.0,16.0,15.5,3.0,9.2,65.4,571.05,True,17.69,14.53,56.54,12.31,2.26,2.79,9,9,0,1.0,True
2020-2021,2012000,Blue Valley,Blue Valley,KS,Johnson County,35,35,22148,393,21755,1391,28.8,277.1,465.1,802.73,0.0,1573.73,1544.93,1544.93,0.0,343.3,38.5,64.2,23.8,214.1,39.6,70.8,84.7,4.0,65.2,346.7,2868.63,True,14.08,11.52,71.01,15.78,2.95,3.25,35,35,0,1.0,True
2020-2021,2012210,Tonganoxie,Tonganoxie,KS,Leavenworth County,3,3,1897,64,1833,113,3.0,27.4,44.0,78.83,0.0,153.23,150.23,150.23,0.0,43.8,2.9,5.0,0.0,12.5,0.0,7.0,9.0,2.0,3.8,50.3,289.53,True,12.2,9.45,81.96,23.9,2.73,3.82,3,3,0,1.0,True
2020-2021,2012360,Turner-Kansas City,Turner-Kansas City,KS,Wyandotte County,7,7,3856,153,3703,252,5.0,51.6,81.7,129.8,0.0,268.1,263.1,263.1,0.0,53.0,9.0,9.0,4.0,47.7,2.0,19.0,15.2,4.0,11.0,86.4,528.4,True,14.07,11.71,71.05,14.31,2.43,5.13,7,7,0,1.0,True
2020-2021,2900009,DIVISION OF YOUTH SERVICE,DIVISION OF YOUTH SERVICE,MO,Clay County,5,4,384,0,384,0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,90.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,True,4.27,4.27,234.38,0.0,0.0,2.6,41,5,36,0.122,False
2020-2021,2900013,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL ACADEMY,MO,Jackson County,1,1,655,12,643,78,1.0,9.79,61.71,0.0,0.0,72.5,71.5,71.5,0.0,2.0,1.0,2.8,0.0,12.9,0.0,2.0,0.0,2.0,3.0,5.0,103.2,True,8.99,8.75,111.2,3.11,4.35,3.11,1,1,0,1.0,True
2020-2021,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson County,3,3,1006,37,969,58,0.0,3.0,21.0,50.0,0.0,74.0,74.0,74.0,0.0,7.0,5.99,2.0,0.0,9.98,0.0,8.0,0.0,1.0,8.0,0.0,115.97,True,13.09,11.96,76.37,7.22,2.06,8.26,3,3,0,1.0,True
2020-2021,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson County,1,1,134,0,134,31,1.0,2.4,14.7,0.0,0.0,18.1,17.1,17.1,0.0,3.43,1.0,1.0,0.0,2.57,0.65,1.0,0.0,0.0,1.0,1.75,30.5,True,7.84,6.53,127.61,25.6,7.46,7.46,1,1,0,1.0,True
2020-2021,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson County,1,1,202,7,195,17,1.05,1.05,0.0,16.4,0.0,18.5,17.45,17.45,0.0,8.0,1.0,0.0,0.0,7.5,1.0,2.0,0.0,1.0,2.0,2.0,43.0,True,11.17,7.66,89.49,41.03,0.0,10.26,1,1,0,1.0,True
2020-2021,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,3,3,1201,5,1196,195,0.0,12.92,46.49,25.58,0.0,84.99,84.99,84.99,0.0,4.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,1.0,105.99,True,14.07,13.44,71.06,3.34,0.84,4.18,3,3,0,1.0,True
2020-2021,2900019,SCUOLA VITA NUOVA,SCUOLA VITA NUOVA,MO,Jackson County,1,1,335,0,335,45,0.0,2.09,23.91,0.0,0.0,26.0,26.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,40.0,True,12.88,11.17,77.61,11.94,0.0,5.97,1,1,0,1.0,True
2020-2021,2900022,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,5,0,702,0,702,9,0.0,0.0,149.1,0.0,0.0,149.1,149.1,149.1,0.0,279.07,0.0,0.0,0.0,23.6,0.0,17.4,0.0,0.0,0.0,0.0,469.17,True,4.71,1.64,212.39,397.54,0.0,24.79,35,5,30,0.1429,False
2020-2021,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,2,2,718,27,691,65,1.0,5.0,36.8,18.7,0.0,61.5,60.5,60.5,0.0,13.0,3.1,3.0,0.0,6.9,0.0,3.9,0.0,1.0,0.0,0.0,92.4,True,11.42,9.4,87.55,18.81,4.34,5.64,2,2,0,1.0,True
2020-2021,2900025,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,4,4,500,11,489,29,4.0,1.47,15.09,19.47,0.0,40.03,36.03,36.03,0.0,2.0,2.92,1.0,0.0,1.0,0.0,1.5,0.0,0.3,4.0,0.0,52.75,True,13.57,12.86,73.68,4.09,2.04,3.07,4,4,0,1.0,True
2020-2021,2900027,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,3,3,1102,13,1089,103,1.0,5.62,35.23,36.55,0.0,78.4,77.4,77.4,0.0,2.0,0.0,2.1,0.0,5.8,2.0,8.0,0.0,2.2,0.0,0.0,100.5,True,14.07,13.72,71.07,1.84,1.93,7.35,3,3,0,1.0,True
2020-2021,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,1,1,453,16,437,36,0.0,2.34,32.46,0.0,0.0,34.8,34.8,34.8,0.0,6.0,4.05,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,3.0,57.85,True,12.56,10.71,79.63,13.73,0.0,4.58,1,1,0,1.0,True
2020-2021,2900029,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,3,3,1444,79,1365,114,13.0,5.86,35.64,61.5,0.0,116.0,103.0,103.0,0.0,10.0,4.33,3.0,0.0,11.67,0.0,7.0,0.0,3.0,10.0,10.0,175.0,True,13.25,12.08,75.46,7.33,2.2,5.13,3,3,0,1.0,True
2020-2021,2900031,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,1,1,675,16,659,58,0.0,3.2,0.0,46.8,0.0,50.0,50.0,50.0,0.0,2.0,1.0,2.0,0.0,8.0,0.0,8.0,0.0,1.0,4.0,0.0,76.0,True,13.18,12.67,75.87,3.03,3.03,12.14,1,1,0,1.0,True
2020-2021,2900590,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,5,5,1595,42,1553,84,3.0,5.79,49.7,90.01,0.0,148.5,145.5,145.5,0.0,8.5,1.0,3.0,0.0,10.5,4.0,14.0,0.0,1.0,0.0,0.0,190.5,True,10.67,10.08,93.69,5.47,1.93,9.01,5,5,0,1.0,True
2020-2021,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,1,1,162,0,162,0,0.0,0.0,0.0,10.39,0.0,10.39,10.39,10.39,0.0,0.0,1.61,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,20.0,True,15.59,15.59,64.14,0.0,12.35,6.17,1,1,0,1.0,True
2020-2021,2900597,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,2,2,1190,0,1190,0,0.0,0.0,0.0,101.5,0.0,101.5,101.5,101.5,0.0,0.0,6.5,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,115.0,True,11.72,11.72,85.29,0.0,0.0,4.2,2,2,0,1.0,True
2020-2021,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,1,1,114,0,114,38,0.0,2.0,8.0,0.0,0.0,10.0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,1.51,0.0,1.0,0.0,0.0,1.0,1.0,16.51,True,11.4,10.36,87.72,8.77,8.77,8.77,1,1,0,1.0,True
2020-2021,2900603,CROSSROADS CHARTER SCHOOLS,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,3,3,1052,19,1033,99,0.0,7.72,47.95,36.33,0.0,92.0,92.0,92.0,0.0,7.0,0.99,0.0,0.0,12.0,0.0,7.0,0.0,2.0,14.0,0.0,134.99,True,11.23,10.43,89.06,6.78,0.0,6.78,3,3,0,1.0,True
2020-2021,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,1,1,255,12,243,46,0.0,3.0,14.5,0.0,0.0,17.5,17.5,17.5,0.0,2.0,0.8,0.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,31.3,True,13.89,12.46,72.02,8.23,0.0,8.23,1,1,0,1.0,True
2020-2021,2900612,CITIZENS OF THE WORLD CHARTER,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,2,2,527,10,517,73,0.0,3.59,23.26,6.25,0.0,33.1,33.1,33.1,0.0,8.0,1.5,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,48.6,True,15.62,12.58,64.02,15.47,0.0,5.8,2,2,0,1.0,True
2020-2021,2900615,KANSAS CITY GIRLS PREP ACADEMY,KANSAS CITY GIRLS PREP ACADEMY,MO,Jackson County,1,1,137,0,137,0,0.0,0.0,0.0,16.02,0.0,16.02,16.02,16.02,0.0,1.0,2.58,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,24.6,True,8.55,8.05,116.93,7.3,0.0,7.3,1,1,0,1.0,True
2020-2021,2903200,ARCHIE R-V,ARCHIE R-V,MO,Cass County,2,2,500,5,495,28,1.15,2.23,14.48,20.98,0.0,38.84,37.69,37.69,-0.0,7.32,0.39,0.7,0.0,2.31,0.46,2.0,0.0,1.0,4.0,6.0,63.02,True,13.13,11.0,76.14,14.79,1.41,4.04,2,2,0,1.0,True
2020-2021,2904620,BELTON 124,BELTON 124,MO,Cass County,8,7,4583,249,4334,324,14.79,14.64,120.72,132.85,0.0,283.0,268.21,268.21,0.0,54.1,9.66,12.0,0.0,22.54,7.0,16.0,0.0,4.0,28.0,66.57,502.87,True,16.16,13.45,61.89,12.48,2.77,3.69,8,8,0,1.0,True
2020-2021,2905310,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,22,21,14687,166,14521,1025,12.66,63.16,344.28,485.66,0.0,905.76,893.1,893.1,0.0,117.5,26.72,36.0,1.0,81.68,11.74,47.6,13.0,6.0,123.0,972.0,2342.0,True,16.26,14.37,61.5,8.09,2.48,3.28,22,22,0,1.0,True
2020-2021,2908250,CENTER 58,CENTER 58,MO,Jackson County,8,6,2507,91,2416,156,10.81,12.0,94.26,104.8,0.0,221.87,211.06,211.06,0.0,45.0,8.17,6.25,2.0,25.0,3.0,12.8,0.0,2.0,26.0,97.2,449.29,True,11.45,9.44,87.36,18.63,2.59,5.3,8,8,0,1.0,True
2020-2021,2910320,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,3,3,793,33,760,54,2.13,3.49,25.24,31.28,0.0,62.14,60.01,60.01,0.0,21.71,1.95,3.0,0.0,3.05,0.86,3.0,0.0,1.0,7.0,21.0,124.71,True,12.66,9.3,78.96,28.57,3.95,3.95,3,3,0,1.0,True
2020-2021,2911070,DREXEL R-IV,DREXEL R-IV,MO,Cass County,2,2,275,3,272,19,0.0,3.29,9.18,16.13,0.0,28.6,28.6,28.6,0.0,5.0,0.0,0.9,0.0,0.5,0.0,2.0,0.0,1.0,3.0,7.0,48.0,True,9.51,8.1,105.15,18.38,3.31,7.35,2,2,0,1.0,True
2020-2021,2911160,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,1,1,138,9,129,16,1.0,1.27,11.53,0.0,0.0,13.8,12.8,12.8,0.0,1.8,0.0,0.25,0.0,0.5,0.2,0.5,0.0,0.0,2.0,2.0,21.05,True,10.08,8.84,99.22,13.95,1.94,3.88,1,1,0,1.0,True
2020-2021,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,8,5,2693,96,2597,179,8.0,12.19,74.81,128.38,0.0,223.38,215.38,215.38,0.0,31.0,9.0,6.75,0.0,16.64,3.42,13.9,0.0,5.0,0.0,6.51,315.6,True,12.06,10.54,82.93,11.94,2.6,5.35,8,8,0,1.0,True
2020-2021,2912290,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,11,8,4872,121,4751,338,12.33,24.0,166.1,151.31,0.0,353.74,341.41,341.41,0.0,80.52,8.1,15.0,0.0,24.48,6.86,14.9,1.0,7.0,45.0,194.98,751.58,True,13.92,11.26,71.86,16.95,3.16,3.14,11,11,0,1.0,True
2020-2021,2913080,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,8,7,4503,86,4417,281,9.0,15.98,134.88,158.65,0.0,318.51,309.51,309.51,0.0,72.4,8.49,10.0,2.33,22.47,7.0,20.0,0.0,3.0,36.0,177.0,677.2,True,14.27,11.57,70.07,16.39,2.26,4.53,8,8,0,1.0,True
2020-2021,2913140,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,9,7,3750,114,3636,251,7.0,13.26,136.24,116.53,0.0,273.03,266.03,266.03,0.0,54.22,6.4,13.0,2.4,17.15,7.67,16.75,1.0,4.0,39.0,85.0,519.62,True,13.67,11.35,73.17,14.91,3.58,4.61,9,9,0,1.0,True
2020-2021,2913680,HARDIN-CENTRAL C-2,HARDIN-CENTRAL C-2,MO,Ray County,2,2,237,19,218,17,0.9,1.13,3.37,7.67,0.0,13.07,12.17,12.17,0.0,0.0,0.0,1.0,0.0,0.3,0.0,2.0,0.0,1.0,0.0,0.0,17.37,True,17.91,17.91,55.83,0.0,4.59,9.17,2,2,0,1.0,True
2020-2021,2913760,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,7,5,2277,61,2216,145,3.63,11.13,58.45,102.92,0.0,176.13,172.5,172.5,0.0,27.0,5.0,8.0,0.0,14.98,3.88,8.42,0.0,4.0,25.0,50.0,322.41,True,12.85,11.11,77.84,12.18,3.61,3.8,7,7,0,1.0,True
2020-2021,2914340,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,12,11,5007,226,4781,403,32.2,26.94,162.6,179.58,0.0,401.32,369.12,369.12,0.0,46.8,21.3,15.0,4.98,62.75,10.0,19.0,0.0,5.5,62.0,123.4,772.05,True,12.95,11.49,77.21,9.79,3.14,3.97,12,12,0,1.0,True
2020-2021,2915480,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,31,28,14240,527,13713,1054,31.5,24.48,437.4,454.6,0.0,947.98,916.48,916.48,0.0,149.31,22.9,36.0,5.0,117.16,19.9,53.0,0.0,9.0,135.0,846.0,2341.25,True,14.96,12.87,66.83,10.89,2.63,3.86,31,31,0,1.0,True
2020-2021,2916400,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,35,34,14113,779,13334,935,47.6,86.7,549.78,437.52,0.0,1121.6,1074.0,1074.0,0.0,127.12,34.0,5.0,20.0,95.98,4.4,65.7,0.0,13.0,50.0,742.0,2278.8,True,12.42,11.1,80.55,9.53,0.37,4.93,35,35,0,1.0,True
2020-2021,2916450,KEARNEY R-I,KEARNEY R-I,MO,Clay County,9,8,3570,67,3503,235,5.0,12.0,104.94,124.56,0.0,246.5,241.5,241.5,0.0,71.18,5.0,11.0,0.0,23.0,5.0,12.5,0.0,2.0,25.0,46.91,448.09,True,14.51,11.2,68.94,20.32,3.14,3.57,9,9,0,1.0,True
2020-2021,2918220,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,3,3,1109,14,1095,86,1.25,6.08,22.09,46.4,0.0,75.82,74.57,74.57,0.0,8.14,1.5,3.0,0.0,4.33,1.6,5.5,0.28,1.0,7.5,14.0,122.67,True,14.68,13.24,68.1,7.43,2.74,5.02,3,3,0,1.0,True
2020-2021,2918300,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,27,25,17790,296,17494,1120,29.24,129.37,459.98,598.42,0.0,1217.01,1187.77,1187.77,0.0,201.0,12.2,45.0,4.0,130.61,19.54,61.23,0.0,6.0,159.0,809.57,2665.16,True,14.73,12.6,67.9,11.49,2.57,3.5,27,27,0,1.0,True
2020-2021,2918540,LIBERTY 53,LIBERTY 53,MO,Clay County,20,17,12632,88,12544,815,24.0,50.75,328.3,450.37,0.0,853.42,829.42,829.42,0.0,128.03,6.44,32.15,11.0,59.99,15.45,43.92,0.0,7.0,80.0,518.35,1755.75,True,15.12,13.1,66.12,10.21,2.56,3.5,20,20,0,1.0,True
2020-2021,2919230,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,2,2,738,53,685,49,1.5,3.2,19.3,27.8,0.0,51.8,50.3,50.3,0.0,9.0,2.26,2.46,0.0,3.05,1.42,2.95,0.0,1.0,6.5,4.0,84.44,True,13.62,11.55,73.43,13.14,3.59,4.31,2,2,0,1.0,True
2020-2021,2921060,MISSOURI CITY 56,MISSOURI CITY 56,MO,Clay County,1,1,27,0,27,2,0.0,0.32,2.88,0.0,0.0,3.2,3.2,3.2,0.0,0.0,0.0,0.18,0.0,1.52,0.2,0.45,0.0,0.0,2.0,2.0,9.55,True,8.44,8.44,118.52,0.0,6.67,16.67,1,1,0,1.0,True
2020-2021,2922800,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,34,32,19673,1,19672,1355,40.5,88.14,560.9,772.19,0.0,1461.73,1421.23,1421.23,0.0,261.62,37.2,49.16,7.5,60.34,28.0,74.96,0.0,6.0,195.55,831.14,3013.2,True,13.84,11.69,72.25,13.3,2.5,3.81,34,34,0,1.0,True
2020-2021,2922830,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,5,4,580,0,580,40,1.0,2.91,18.45,27.34,0.0,49.7,48.7,48.7,0.0,10.0,1.96,2.0,0.0,2.14,1.0,3.4,0.0,0.8,0.0,0.0,71.0,True,11.91,9.88,83.97,17.24,3.45,5.86,5,5,0,1.0,True
2020-2021,2923010,OAK GROVE R-VI,OAK GROVE R-VI,MO,Jackson County,4,4,1985,42,1943,145,3.7,7.0,54.75,79.37,0.0,144.82,141.12,141.12,0.0,23.5,5.0,5.0,0.0,7.0,3.58,6.0,3.0,2.0,0.0,0.0,199.9,True,13.77,11.8,72.63,12.09,2.57,3.09,4,4,0,1.0,True
2020-2021,2923220,ORRICK R-XI,ORRICK R-XI,MO,Ray County,2,2,254,5,249,19,1.19,1.12,10.81,14.37,0.0,27.49,26.3,26.3,0.0,7.0,1.0,1.91,0.0,2.27,0.0,1.95,0.0,1.0,4.0,6.75,53.37,True,9.47,7.48,105.62,28.11,7.67,7.83,2,2,0,1.0,True
2020-2021,2923550,PARK HILL,PARK HILL,MO,Platte County,20,18,11992,303,11689,812,22.0,45.68,329.46,475.65,0.0,872.79,850.79,850.79,0.0,151.06,4.67,32.0,5.0,65.0,19.0,47.0,0.0,4.0,99.66,433.57,1733.75,True,13.74,11.67,72.79,12.92,2.74,4.02,20,20,0,1.0,True
2020-2021,2923730,RAYMORE-PECULIAR R-II,RAYMORE-PECULIAR R-II,MO,Cass County,11,10,6290,105,6185,378,10.19,27.68,173.59,227.59,0.0,439.05,428.86,428.86,0.0,67.43,9.01,15.9,4.0,33.56,9.04,21.45,13.96,5.0,48.0,210.4,876.8,True,14.42,12.46,69.34,10.9,2.57,3.47,11,11,0,1.0,True
2020-2021,2925230,PLATTE CO. R-III,PLATTE CO. R-III,MO,Platte County,7,6,4269,65,4204,321,4.25,21.82,107.28,171.14,0.0,304.49,300.24,300.24,0.0,49.0,5.0,12.0,4.0,34.0,1.52,15.0,0.0,4.0,0.0,0.0,429.01,True,14.0,12.04,71.42,11.66,2.85,3.57,7,7,0,1.0,True
2020-2021,2925330,PLEASANT HILL R-III,PLEASANT HILL R-III,MO,Cass County,5,5,2161,44,2117,148,2.16,9.04,65.6,64.57,0.0,141.37,139.21,139.21,0.0,20.8,2.71,6.0,0.0,12.33,4.0,8.38,0.5,2.0,0.0,0.0,198.09,True,15.21,13.23,65.76,9.83,2.83,3.96,5,5,0,1.0,True
2020-2021,2926070,RAYTOWN C-2,RAYTOWN C-2,MO,Jackson County,20,16,7906,74,7832,539,24.0,36.09,250.64,320.74,0.0,631.47,607.47,607.47,0.0,159.0,21.48,23.85,3.0,74.17,9.0,31.0,4.0,8.0,78.0,401.0,1443.97,True,12.89,10.22,77.56,20.3,3.05,3.96,20,20,0,1.0,True
2020-2021,2926480,RICHMOND R-XVI,RICHMOND R-XVI,MO,Ray County,4,4,1446,41,1405,116,3.5,9.0,45.9,51.4,0.0,109.8,106.3,106.3,0.0,16.9,3.4,4.0,0.0,5.9,1.0,6.0,1.0,2.0,9.0,26.05,185.05,True,13.22,11.4,75.66,12.03,2.85,4.27,4,4,0,1.0,True
2020-2021,2928410,SMITHVILLE R-II,SMITHVILLE R-II,MO,Clay County,5,5,2643,32,2611,174,3.0,11.49,78.27,81.28,0.0,174.04,171.04,171.04,0.0,37.5,6.72,6.9,0.0,9.3,4.9,9.8,0.0,1.98,23.0,29.46,303.6,True,15.27,12.52,65.51,14.36,2.64,3.75,5,5,0,1.0,True
2020-2021,2929670,STRASBURG C-3,STRASBURG C-3,MO,Cass County,1,1,119,0,119,11,0.0,1.23,11.52,0.0,0.0,12.75,12.75,12.75,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,3.0,3.0,19.85,True,9.33,9.33,107.14,0.0,0.0,0.0,1,1,0,1.0,True
2020-2021,2931710,WEST PLATTE CO. R-II,WEST PLATTE CO. R-II,MO,Platte County,2,2,666,48,618,32,2.5,2.63,30.73,26.21,0.0,62.07,59.57,59.57,0.0,6.0,2.43,1.86,0.0,2.86,1.94,3.72,0.0,1.0,5.0,11.0,97.88,True,10.37,9.43,96.39,9.71,3.01,6.02,2,2,0,1.0,True
2020-2021,2931800,MIDWAY R-I,MIDWAY R-I,MO,Cass County,2,2,430,0,430,34,0.07,2.35,18.65,15.33,0.0,36.4,36.33,36.33,0.0,7.5,0.45,1.43,0.07,2.05,1.9,1.5,0.0,0.5,5.0,8.0,64.8,True,11.84,9.81,84.49,17.44,3.33,3.49,2,2,0,1.0,True
2021-2022,2000018,School for Blind,School for Blind,KS,Wyandotte County,2,0,16,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,0.0,0.0,0.0,0.0,2,2,0,1.0,True
2021-2022,2000019,School for Deaf,School for Deaf,KS,Johnson County,2,0,122,16,106,8,3.0,3.5,7.0,14.5,0.0,28.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,33.0,True,4.24,4.24,235.85,0.0,0.0,18.87,2,2,0,1.0,True
2021-2022,2003780,Basehor-Linwood,Basehor-Linwood,KS,Leavenworth County,7,6,2996,134,2862,196,6.0,37.5,58.8,93.25,0.0,195.55,189.55,189.55,0.0,33.2,9.4,7.0,5.5,24.5,2.0,11.0,12.4,3.5,7.0,47.0,358.05,True,15.1,12.85,66.23,11.6,2.45,3.84,7,7,0,1.0,True
2021-2022,2004050,Bonner Springs,Bonner Springs,KS,Wyandotte County,5,5,2552,92,2460,170,6.0,74.45,35.0,85.0,0.0,200.45,194.45,194.45,0.0,62.0,7.0,8.0,0.0,25.0,2.0,11.0,4.0,2.0,8.0,53.0,382.45,True,12.65,9.59,79.04,25.2,3.25,4.47,5,5,0,1.0,True
2021-2022,2005490,De Soto,De Soto,KS,Johnson County,13,12,7396,178,7218,498,6.0,126.3,136.45,256.2,0.0,524.95,518.95,518.95,0.0,113.7,6.0,16.0,8.5,58.6,8.5,33.0,22.0,2.0,9.5,106.5,909.25,True,13.91,11.41,71.9,15.75,2.22,4.57,13,13,0,1.0,True
2021-2022,2005640,Easton,Easton,KS,Leavenworth County,3,3,659,38,621,46,1.0,9.0,16.0,25.9,0.0,51.9,50.9,50.9,0.0,2.4,1.0,1.0,0.0,3.7,0.0,3.0,4.8,1.0,2.0,20.8,91.6,True,12.2,11.65,81.96,3.86,1.61,4.83,3,3,0,1.0,True
2021-2022,2006330,Ft Leavenworth,Ft Leavenworth,KS,Leavenworth County,4,4,1649,219,1430,202,11.0,43.5,57.0,20.5,0.0,132.0,121.0,121.0,0.0,23.1,12.25,4.0,2.0,22.0,4.0,4.0,3.0,3.0,8.0,30.5,247.85,True,11.82,9.92,84.62,16.15,2.8,2.8,4,4,0,1.0,True
2021-2022,2006420,Gardner Edgerton,Gardner Edgerton,KS,Johnson County,11,11,5918,253,5665,398,11.5,128.5,95.0,257.88,0.0,492.88,481.38,481.38,0.0,135.0,3.5,17.5,6.0,43.3,11.0,30.0,16.6,3.0,17.0,99.5,875.28,True,11.77,9.19,84.97,23.83,3.09,5.3,11,11,0,1.0,True
2021-2022,2007950,Kansas City,Kansas City,KS,Wyandotte County,43,43,21593,1100,20493,1614,77.0,323.6,464.61,703.28,0.0,1568.49,1491.49,1491.49,0.0,148.4,92.0,53.0,10.0,426.2,8.0,90.0,50.9,5.0,103.6,610.1,3165.69,True,13.74,12.5,72.78,7.24,2.59,4.39,43,43,0,1.0,True
2021-2022,2008340,Lansing,Lansing,KS,Leavenworth County,4,4,2596,73,2523,161,6.0,48.02,44.65,89.0,0.0,187.67,181.67,181.67,0.0,59.7,2.0,5.0,4.0,25.8,1.0,10.0,6.3,2.0,12.0,57.7,373.17,True,13.89,10.45,72.01,23.66,1.98,3.96,4,4,0,1.0,True
2021-2022,2008430,Leavenworth,Leavenworth,KS,Leavenworth County,8,7,3695,149,3546,267,8.5,60.5,72.5,111.0,0.0,252.5,244.0,244.0,0.0,106.0,5.0,12.0,6.0,44.0,2.0,21.0,17.0,3.0,12.0,101.0,581.5,True,14.53,10.13,68.81,29.89,3.38,5.92,8,8,0,1.0,True
2021-2022,2008970,Louisburg,Louisburg,KS,Miami County,5,4,1788,107,1681,134,7.0,12.5,31.75,61.75,0.0,113.0,106.0,106.0,0.0,16.4,0.0,1.0,2.0,8.0,2.0,6.0,8.0,1.1,4.0,63.0,224.5,True,15.86,13.73,63.06,9.76,0.59,3.57,5,5,0,1.0,True
