school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,school_ptr,enrollment_k12,classroom_teacher_fte,course_code,course_name,subject_area,course_level,num_classes,num_enrolled,num_certified,mean_class_size,certified_share,allocation_wedge
2015-2016,2015-16,292322001335,2923220,ORRICK ELEM.,ORRICK R-XI,MO,Ray County,29177,Rural,Primary,Regular School,1,True,False,False,15.14,146.0,11.16,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,alg1,Algebra I,Math,Foundation Core,1.0,22.0,1.0,22.0,1.0,8.87
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,geom,Geometry,Math,Foundation Core,1.0,,1.0,,1.0,
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,alg2,Algebra II,Math,Foundation Core,2.0,19.0,1.0,9.5,0.5,-3.630000000000001
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,advm,Advanced Mathematics,Math,Advanced / Specialized,3.0,16.0,1.0,5.333333333333333,0.3333333333333333,-7.796666666666668
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,calc,Calculus,Math,Advanced / Specialized,0.0,,,,,
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,bio,Biology,Science,Foundation Core,2.0,22.0,1.0,11.0,0.5,-2.130000000000001
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,chem,Chemistry,Science,Foundation Core,1.0,10.0,0.0,10.0,0.0,-3.130000000000001
2015-2016,2015-16,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray County,29177,Rural,High,Regular School,1,True,False,False,13.13,159.0,12.11,phys,Physics,Science,Advanced / Specialized,0.0,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.28,539.0,33.1,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.07,409.0,31.3,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,17.09,564.0,33.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,15.76,817.0,51.83,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,17.02,502.0,29.5,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,alg1,Algebra I,Math,Foundation Core,34.0,365.0,34.0,10.735294117647058,1.0,-5.124705882352941
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,geom,Geometry,Math,Foundation Core,23.0,,23.0,,1.0,
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,alg2,Algebra II,Math,Foundation Core,34.0,296.0,34.0,8.705882352941176,1.0,-7.154117647058824
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,advm,Advanced Mathematics,Math,Advanced / Specialized,34.0,369.0,34.0,10.852941176470589,1.0,-5.007058823529411
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,calc,Calculus,Math,Advanced / Specialized,7.0,88.0,7.0,12.571428571428571,1.0,-3.2885714285714283
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,bio,Biology,Science,Foundation Core,30.0,527.0,30.0,17.566666666666666,1.0,1.706666666666667
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,chem,Chemistry,Science,Foundation Core,30.0,297.0,30.0,9.9,1.0,-5.959999999999999
2015-2016,2015-16,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte County,29165,City,High,Regular School,1,True,False,False,15.86,1877.0,118.38,phys,Physics,Science,Advanced / Specialized,3.0,32.0,3.0,10.666666666666666,1.0,-5.193333333333333
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,13.69,460.0,33.6,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,15.01,518.0,34.5,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,14.4,458.0,31.8,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,bio,Biology,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,chem,Chemistry,Science,Foundation Core,,,,,,
2015-2016,2015-16,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,16.45,477.0,29.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,alg1,Algebra I,Math,Foundation Core,33.0,239.0,33.0,7.242424242424242,1.0,-8.507575757575758
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,geom,Geometry,Math,Foundation Core,27.0,,27.0,,1.0,
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,alg2,Algebra II,Math,Foundation Core,31.0,257.0,31.0,8.290322580645162,1.0,-7.459677419354838
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,advm,Advanced Mathematics,Math,Advanced / Specialized,22.0,288.0,22.0,13.090909090909092,1.0,-2.6590909090909083
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,calc,Calculus,Math,Advanced / Specialized,6.0,60.0,6.0,10.0,1.0,-5.75
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,bio,Biology,Science,Foundation Core,28.0,266.0,28.0,9.5,1.0,-6.25
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,chem,Chemistry,Science,Foundation Core,35.0,308.0,35.0,8.8,1.0,-6.949999999999999
2015-2016,2015-16,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte County,29165,Suburb,High,Regular School,1,True,False,False,15.75,1605.0,101.9,phys,Physics,Science,Advanced / Specialized,3.0,11.0,3.0,3.6666666666666665,1.0,-12.083333333333334
2015-2016,2015-16,292355002418,2923550,CONGRESS MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,16.77,945.0,56.34,alg1,Algebra I,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355002418,2923550,CONGRESS MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,16.77,945.0,56.34,geom,Geometry,Math,Foundation Core,,,,,,
2015-2016,2015-16,292355002418,2923550,CONGRESS MIDDLE,PARK HILL,MO,Platte County,29165,City,Middle,Regular School,1,True,False,False,16.77,945.0,56.34,alg2,Algebra II,Math,Foundation Core,,,,,,
