school_year,crdc_wave,data_source,nces_school_id,school_name,enrollment_crdc,idea_count,idea_share,section_504_count,section_504_share,lep_count,lep_share,accommodations_count,accommodations_share,chronic_absent_count,chronic_absent_rate,district_name,state,county_name,locale_group,school_level,school_type,is_virtual,is_operating,enrollment_total,enrollment_k12,classroom_teacher_fte,school_ptr,frl_eligible,frl_rate,is_balanced_school
2022-2023,2022-23,EDFacts,200405000030,Robert E Clark Middle,,,,,,,,,,145.0,0.25754884547069273,Bonner Springs,KS,Wyandotte County,Suburb,Middle,Regular School,False,True,563.0,563.0,46.3,12.16,293.0,0.5204,True
2022-2023,2022-23,EDFacts,200405000031,Bonner Springs High,,,,,,,,,,165.0,0.21235521235521235,Bonner Springs,KS,Wyandotte County,Suburb,High,Regular School,False,True,777.0,777.0,55.65,13.96,340.0,0.4376,True
2022-2023,2022-23,EDFacts,200405000032,Edwardsville Elem,,,,,,,,,,108.0,0.31671554252199413,Bonner Springs,KS,Wyandotte County,Suburb,Primary,Regular School,False,True,341.0,341.0,29.3,11.64,212.0,0.6217,True
2022-2023,2022-23,EDFacts,200405001827,Delaware Ridge Elementary,,,,,,,,,,101.0,0.271505376344086,Bonner Springs,KS,Wyandotte County,City,Primary,Regular School,False,True,384.0,372.0,29.3,13.11,227.0,0.5911,True
2022-2023,2022-23,EDFacts,200549000127,De Soto  High  School,,,,,,,,,,132.0,0.13239719157472418,De Soto,KS,Johnson County,Rural,High,Regular School,False,True,997.0,997.0,59.04,16.89,196.0,0.1966,True
2022-2023,2022-23,EDFacts,200549000898,Monticello Trails Middle School,,,,,,,,,,83.0,0.11874105865522175,De Soto,KS,Johnson County,Suburb,Middle,Regular School,False,True,699.0,699.0,44.6,15.67,56.0,0.0801,True
2022-2023,2022-23,EDFacts,200549000906,Lexington Trails Middle School,,,,,,,,,,45.0,0.1196808510638298,De Soto,KS,Johnson County,Rural,Middle,Regular School,False,True,376.0,376.0,30.53,12.32,112.0,0.2979,True
2022-2023,2022-23,EDFacts,200549001457,Clear Creek Elem,,,,,,,,,,45.0,0.08379888268156424,De Soto,KS,Johnson County,Suburb,Primary,Regular School,False,True,537.0,537.0,34.2,15.7,56.0,0.1043,True
2022-2023,2022-23,EDFacts,200549001462,Starside Elem,,,,,,,,,,67.0,0.15056179775280898,De Soto,KS,Johnson County,Rural,Primary,Regular School,False,True,445.0,445.0,36.33,12.25,211.0,0.4742,True
2022-2023,2022-23,EDFacts,200549001717,Riverview Elementary,,,,,,,,,,37.0,0.07708333333333334,De Soto,KS,Johnson County,Suburb,Primary,Regular School,False,True,480.0,480.0,35.0,13.71,40.0,0.0833,True
2022-2023,2022-23,EDFacts,200549001723,Mill Valley High School,,,,,,,,,,110.0,0.08118081180811808,De Soto,KS,Johnson County,Suburb,High,Regular School,False,True,1355.0,1355.0,81.0,16.73,94.0,0.0694,True
2022-2023,2022-23,EDFacts,200549001724,Mize Elementary School,,,,,,,,,,40.0,0.08714596949891068,De Soto,KS,Johnson County,Rural,Primary,Regular School,False,True,459.0,459.0,32.41,14.16,47.0,0.1024,True
2022-2023,2022-23,EDFacts,200549001758,Prairie Ridge Elementary School,,,,,,,,,,32.0,0.06779661016949153,De Soto,KS,Johnson County,Suburb,Primary,Regular School,False,True,472.0,472.0,32.5,14.52,24.0,0.0508,True
2022-2023,2022-23,EDFacts,200549001871,Mill Creek Middle School,,,,,,,,,,74.0,0.11764705882352941,De Soto,KS,Johnson County,Rural,Middle,Regular School,False,True,629.0,629.0,41.8,15.05,59.0,0.0938,True
2022-2023,2022-23,EDFacts,200549001881,Horizon Elementary,,,,,,,,,,36.0,0.0967741935483871,De Soto,KS,Johnson County,Suburb,Primary,Regular School,False,True,372.0,372.0,28.7,12.96,48.0,0.129,True
2022-2023,2022-23,EDFacts,200549002021,Belmont Elementary School,,,,,,,,,,31.0,0.07908163265306123,De Soto,KS,Johnson County,Suburb,Primary,Regular School,False,True,392.0,392.0,28.8,13.61,56.0,0.1429,True
2022-2023,2022-23,EDFacts,200564001130,Pleasant Ridge Middle,,,,,,,,,,22.0,0.16058394160583941,Easton,KS,Leavenworth County,Rural,Middle,Regular School,False,True,137.0,137.0,8.8,15.57,41.0,0.2993,True
2022-2023,2022-23,EDFacts,200564001131,Pleasant Ridge High,,,,,,,,,,37.0,0.22839506172839505,Easton,KS,Leavenworth County,Rural,High,Regular School,False,True,162.0,162.0,16.3,9.94,52.0,0.321,True
2022-2023,2022-23,EDFacts,200564001773,Pleasant Ridge Elementary,,,,,,,,,,44.0,0.14057507987220447,Easton,KS,Leavenworth County,Rural,Primary,Regular School,False,True,346.0,313.0,25.0,13.84,89.0,0.2572,True
2022-2023,2022-23,EDFacts,200633000046,Bradley Elem,,,,,,,,,,51.0,0.1297709923664122,Fort Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,False,True,496.0,393.0,30.5,16.26,16.0,0.0323,True
2022-2023,2022-23,EDFacts,200633000047,Eisenhower Elem,,,,,,,,,,37.0,0.11974110032362459,Fort Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,False,True,348.0,309.0,28.0,12.43,36.0,0.1034,True
2022-2023,2022-23,EDFacts,200633000048,MacArthur Elem,,,,,,,,,,29.0,0.07837837837837838,Fort Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,False,True,446.0,370.0,32.85,13.58,9.0,0.0202,True
2022-2023,2022-23,EDFacts,200633000049,Patton Jr High,,,,,,,,,,26.0,0.05922551252847381,Fort Leavenworth,KS,Leavenworth County,Town,Middle,Regular School,False,True,439.0,439.0,31.65,13.87,28.0,0.0638,True
2022-2023,2022-23,EDFacts,200642000120,Gardner Elem,,,,,,,,,,40.0,0.14925373134328357,Gardner Edgerton,KS,Johnson County,Suburb,Primary,Regular School,False,True,296.0,268.0,25.0,11.84,126.0,0.4257,True
2022-2023,2022-23,EDFacts,200642000122,Gardner Edgerton High,,,,,,,,,,545.0,0.30463946338736725,Gardner Edgerton,KS,Johnson County,Suburb,High,Regular School,False,True,1789.0,1789.0,102.0,17.54,670.0,0.3745,True
2022-2023,2022-23,EDFacts,200642000123,Edgerton Elem,,,,,,,,,,26.0,0.17567567567567569,Gardner Edgerton,KS,Johnson County,Rural,Primary,Regular School,False,True,174.0,148.0,18.0,9.67,78.0,0.4483,True
2022-2023,2022-23,EDFacts,200642000997,Sunflower Elementary,,,,,,,,,,26.0,0.08637873754152824,Gardner Edgerton,KS,Johnson County,Suburb,Primary,Regular School,False,True,345.0,301.0,28.0,12.32,101.0,0.2928,True
2022-2023,2022-23,EDFacts,200642001716,Moonlight Elementary School,,,,,,,,,,58.0,0.20863309352517986,Gardner Edgerton,KS,Johnson County,Suburb,Primary,Regular School,False,True,336.0,278.0,26.0,12.92,183.0,0.5446,True
2022-2023,2022-23,EDFacts,200642001780,Madison Elementary,,,,,,,,,,40.0,0.08602150537634409,Gardner Edgerton,KS,Johnson County,Suburb,Primary,Regular School,False,True,523.0,465.0,36.0,14.53,158.0,0.3021,True
2022-2023,2022-23,EDFacts,200642001824,Pioneer Ridge Middle School,,,,,,,,,,69.0,0.12365591397849462,Gardner Edgerton,KS,Johnson County,Rural,Middle,Regular School,False,True,558.0,558.0,41.34,13.5,177.0,0.3172,True
2022-2023,2022-23,EDFacts,200642001825,Nike Elementary,,,,,,,,,,44.0,0.1286549707602339,Gardner Edgerton,KS,Johnson County,Rural,Primary,Regular School,False,True,373.0,342.0,28.0,13.32,138.0,0.37,True
2022-2023,2022-23,EDFacts,200642001878,Wheatridge Middle School,,,,,,,,,,75.0,0.13863216266173753,Gardner Edgerton,KS,Johnson County,Suburb,Middle,Regular School,False,True,541.0,541.0,42.33,12.78,241.0,0.4455,True
2022-2023,2022-23,EDFacts,200642002070,Grand Star Elementary,,,,,,,,,,40.0,0.12422360248447205,Gardner Edgerton,KS,Johnson County,Suburb,Primary,Regular School,False,True,361.0,322.0,32.0,11.28,200.0,0.554,True
2022-2023,2022-23,EDFacts,200642002076,Trail Ridge Middle School,,,,,,,,,,123.0,0.1774891774891775,Gardner Edgerton,KS,Johnson County,Suburb,Middle,Regular School,False,True,693.0,693.0,51.33,13.5,291.0,0.4199,True
2022-2023,2022-23,EDFacts,200795001388,Banneker Elem,,,,,,,,,,81.0,0.31640625,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,256.0,256.0,23.95,10.69,235.0,0.918,True
2022-2023,2022-23,EDFacts,200795001390,Silver City Elem,,,,,,,,,,138.0,0.5149253731343284,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,307.0,268.0,24.75,12.4,264.0,0.8599,True
2022-2023,2022-23,EDFacts,200795001392,Chelsea Elem,,,,,,,,,,118.0,0.20521739130434782,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,575.0,575.0,38.91,14.78,482.0,0.8383,True
2022-2023,2022-23,EDFacts,200795001393,Douglass Elem,,,,,,,,,,126.0,0.4846153846153846,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,260.0,260.0,17.3,15.03,241.0,0.9269,True
2022-2023,2022-23,EDFacts,200795001394,Thomas A Edison Elem,,,,,,,,,,87.0,0.38666666666666666,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,225.0,225.0,22.8,9.87,198.0,0.88,True
2022-2023,2022-23,EDFacts,200795001395,Emerson Elem,,,,,,,,,,67.0,0.36813186813186816,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,182.0,182.0,16.43,11.08,169.0,0.9286,True
2022-2023,2022-23,EDFacts,200795001397,John Fiske Elem,,,,,,,,,,87.0,0.0981941309255079,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,1908.0,886.0,25.5,74.82,1216.0,0.6373,True
2022-2023,2022-23,EDFacts,200795001398,Grant Elem,,,,,,,,,,121.0,0.4186851211072664,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,289.0,289.0,25.25,11.45,278.0,0.9619,True
2022-2023,2022-23,EDFacts,200795001399,Bertram Caruthers Elem,,,,,,,,,,177.0,0.5028409090909091,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,352.0,352.0,25.25,13.94,339.0,0.9631,True
2022-2023,2022-23,EDFacts,200795001401,Mark Twain Elem,,,,,,,,,,51.0,0.2350230414746544,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,217.0,217.0,20.2,10.74,193.0,0.8894,True
2022-2023,2022-23,EDFacts,200795001405,Noble Prentis Elem,,,,,,,,,,87.0,0.4027777777777778,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,216.0,216.0,19.83,10.89,197.0,0.912,True
2022-2023,2022-23,EDFacts,200795001406,Quindaro Elem,,,,,,,,,,119.0,0.3730407523510972,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,319.0,319.0,26.5,12.04,299.0,0.9373,True
2022-2023,2022-23,EDFacts,200795001408,Frank Rushton Elem,,,,,,,,,,97.0,0.35793357933579334,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,311.0,271.0,23.25,13.38,262.0,0.8424,True
2022-2023,2022-23,EDFacts,200795001409,New Stanley Elem,,,,,,,,,,45.0,0.2102803738317757,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,214.0,214.0,19.54,10.95,194.0,0.9065,True
2022-2023,2022-23,EDFacts,200795001410,Eugene Ware Elem,,,,,,,,,,66.0,0.2682926829268293,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,246.0,246.0,22.89,10.75,227.0,0.9228,True
2022-2023,2022-23,EDFacts,200795001413,Frances Willard Elem,,,,,,,,,,144.0,0.35555555555555557,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,405.0,405.0,32.25,12.56,372.0,0.9185,True
2022-2023,2022-23,EDFacts,200795001414,Central Middle,,,,,,,,,,291.0,0.42419825072886297,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,686.0,686.0,43.5,15.77,615.0,0.8965,True
2022-2023,2022-23,EDFacts,200795001415,Carl B. Bruce Middle School,,,,,,,,,,427.0,0.5101553166069295,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,837.0,837.0,50.25,16.66,721.0,0.8614,True
2022-2023,2022-23,EDFacts,200795001417,Argentine Middle,,,,,,,,,,268.0,0.4710017574692443,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,569.0,569.0,39.0,14.59,489.0,0.8594,True
2022-2023,2022-23,EDFacts,200795001418,Rosedale Middle,,,,,,,,,,212.0,0.2656641604010025,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,798.0,798.0,38.5,20.73,445.0,0.5576,True
2022-2023,2022-23,EDFacts,200795001419,Sumner Academy of Arts & Science,,,,,,,,,,225.0,0.20417422867513613,Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,1102.0,1102.0,68.45,16.1,761.0,0.6906,True
2022-2023,2022-23,EDFacts,200795001420,Wyandotte High,,,,,,,,,,1207.0,0.6588427947598253,Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,1832.0,1832.0,106.78,17.16,1517.0,0.8281,True
2022-2023,2022-23,EDFacts,200795001421,Arrowhead Middle,,,,,,,,,,183.0,0.43675417661097854,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,419.0,419.0,32.0,13.09,333.0,0.7947,True
2022-2023,2022-23,EDFacts,200795001423,J C Harmon High,,,,,,,,,,936.0,0.7037593984962406,Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,1330.0,1330.0,72.33,18.39,1047.0,0.7872,True
2022-2023,2022-23,EDFacts,200795001425,F L Schlagle High,,,,,,,,,,609.0,0.7689393939393939,Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,792.0,792.0,55.65,14.23,629.0,0.7942,True
2022-2023,2022-23,EDFacts,200795001426,Claude A Huyck Elem,,,,,,,,,,94.0,0.3418181818181818,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,275.0,275.0,21.3,12.91,247.0,0.8982,True
2022-2023,2022-23,EDFacts,200795001427,D D Eisenhower Middle,,,,,,,,,,254.0,0.43050847457627117,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,590.0,590.0,45.0,13.11,465.0,0.7881,True
2022-2023,2022-23,EDFacts,200795001428,Hazel Grove Elem,,,,,,,,,,208.0,0.37749546279491836,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,551.0,551.0,35.2,15.65,450.0,0.8167,True
2022-2023,2022-23,EDFacts,200795001429,John F Kennedy Elem,,,,,,,,,,128.0,0.3192019950124688,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,401.0,401.0,33.25,12.06,338.0,0.8429,True
2022-2023,2022-23,EDFacts,200795001430,Lindbergh Elem,,,,,,,,,,84.0,0.5060240963855421,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,166.0,166.0,18.4,9.02,153.0,0.9217,True
2022-2023,2022-23,EDFacts,200795001431,Stony Point South,,,,,,,,,,104.0,0.37545126353790614,Kansas City,KS,Wyandotte County,Rural,Primary,Regular School,False,True,277.0,277.0,22.05,12.56,229.0,0.8267,True
2022-2023,2022-23,EDFacts,200795001432,Stony Point North,,,,,,,,,,114.0,0.3713355048859935,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,307.0,307.0,27.25,11.27,243.0,0.7915,True
2022-2023,2022-23,EDFacts,200795001433,Washington High,,,,,,,,,,793.0,0.7118491921005387,Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,1114.0,1114.0,68.5,16.26,831.0,0.746,True
2022-2023,2022-23,EDFacts,200795001434,Welborn Elem,,,,,,,,,,172.0,0.36752136752136755,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,468.0,468.0,41.2,11.36,426.0,0.9103,True
2022-2023,2022-23,EDFacts,200795001437,M E Pearson Elem,,,,,,,,,,212.0,0.39114391143911437,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,582.0,542.0,47.34,12.29,543.0,0.933,True
2022-2023,2022-23,EDFacts,200795001714,Whittier Elem,,,,,,,,,,181.0,0.3770833333333333,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,480.0,480.0,42.19,11.38,450.0,0.9375,True
2022-2023,2022-23,EDFacts,200795001778,McKinley Elementary School,,,,,,,,,,96.0,0.3622641509433962,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,265.0,265.0,27.13,9.77,251.0,0.9472,True
2022-2023,2022-23,EDFacts,200795002091,Bridges/Wyandot Academy,,,,,,,,,,9.0,1.2857142857142858,Kansas City,KS,Wyandotte County,City,Other,Regular School,False,True,7.0,7.0,5.47,1.28,,,False
2022-2023,2022-23,EDFacts,200795002094,Alfred Fairfax Academy,,,,,,,,,,105.0,1.5671641791044777,Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,67.0,67.0,12.0,5.58,52.0,0.7761,False
2022-2023,2022-23,EDFacts,200795002112,Gloria Willis Middle School,,,,,,,,,,323.0,0.45685997171145687,Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,707.0,707.0,49.0,14.43,591.0,0.8359,False
2022-2023,2022-23,EDFacts,200795002116,Lowell Brune Elementary School,,,,,,,,,,134.0,0.2729124236252546,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,491.0,491.0,31.25,15.71,377.0,0.7678,False
2022-2023,2022-23,EDFacts,200795002117,West Park Elementary School,,,,,,,,,,198.0,0.38076923076923075,Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,520.0,520.0,34.65,15.01,467.0,0.8981,False
2022-2023,2022-23,EDFacts,200834001230,Lansing High 9-12,,,,,,,,,,273.0,0.3137931034482759,Lansing,KS,Leavenworth County,Rural,High,Regular School,False,True,870.0,870.0,49.1,17.72,217.0,0.2494,True
2022-2023,2022-23,EDFacts,200834001664,Lansing Middle 6-8,,,,,,,,,,180.0,0.28346456692913385,Lansing,KS,Leavenworth County,Town,Middle,Regular School,False,True,635.0,635.0,44.9,14.14,210.0,0.3307,True
2022-2023,2022-23,EDFacts,200834001920,Lansing Elementary School,,,,,,,,,,195.0,0.2777777777777778,Lansing,KS,Leavenworth County,Town,Primary,Regular School,False,True,762.0,702.0,45.62,16.7,305.0,0.4003,True
2022-2023,2022-23,EDFacts,200834002107,Lansing Intermediate School,,,,,,,,,,100.0,0.2724795640326976,Lansing,KS,Leavenworth County,Town,Primary,Regular School,False,True,367.0,367.0,23.38,15.7,153.0,0.4169,False
2022-2023,2022-23,EDFacts,200843001157,Leavenworth Sr High,,,,,,,,,,664.0,0.5312,Leavenworth,KS,Leavenworth County,Town,High,Regular School,False,True,1250.0,1250.0,67.3,18.57,551.0,0.4408,True
2022-2023,2022-23,EDFacts,200843001850,Leavenworth Virtual School,,,,,,,,,,2.0,0.05714285714285714,Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,True,True,35.0,35.0,1.0,35.0,3.0,0.0857,True
2022-2023,2022-23,EDFacts,200843001968,Henry Leavenworth,,,,,,,,,,106.0,0.3212121212121212,Leavenworth,KS,Leavenworth County,Rural,Primary,Regular School,False,True,330.0,330.0,25.0,13.2,173.0,0.5242,True
2022-2023,2022-23,EDFacts,200843001997,Anthony Elementary,,,,,,,,,,124.0,0.40522875816993464,Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,False,True,306.0,306.0,21.0,14.57,246.0,0.8039,True
2022-2023,2022-23,EDFacts,200843002030,Richard Warren Middle School,,,,,,,,,,234.0,0.48851774530271397,Leavenworth,KS,Leavenworth County,Town,Middle,Regular School,False,True,479.0,479.0,29.7,16.13,294.0,0.6138,True
2022-2023,2022-23,EDFacts,200843002036,David Brewer Elementary,,,,,,,,,,150.0,0.4155124653739612,Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,False,True,361.0,361.0,24.0,15.04,247.0,0.6842,True
2022-2023,2022-23,EDFacts,200843002115,Richard Warren Intermediate School,,,,,,,,,,189.0,0.39293139293139295,Leavenworth,KS,Leavenworth County,Town,Middle,Regular School,False,True,481.0,481.0,25.0,19.24,317.0,0.659,False
2022-2023,2022-23,EDFacts,200843002157,Earl Lawson Early Education Center,,,,,,,,,,147.0,0.6,Leavenworth,KS,Leavenworth County,Town,Primary,Regular School,False,True,362.0,245.0,20.5,17.66,273.0,0.7541,False
2022-2023,2022-23,EDFacts,200897000982,Broadmoor Elementary,,,,,,,,,,52.0,0.14325068870523416,Louisburg,KS,Miami County,Town,Primary,Regular School,False,True,363.0,363.0,22.25,16.31,95.0,0.2617,True
2022-2023,2022-23,EDFacts,200897000983,Louisburg High,,,,,,,,,,109.0,0.19395017793594305,Louisburg,KS,Miami County,Town,High,Regular School,False,True,562.0,562.0,38.0,14.79,108.0,0.1922,True
2022-2023,2022-23,EDFacts,200897001638,Louisburg Middle,,,,,,,,,,83.0,0.22074468085106383,Louisburg,KS,Miami County,Town,Middle,Regular School,False,True,376.0,376.0,25.75,14.6,71.0,0.1888,True
2022-2023,2022-23,EDFacts,200897001911,Rockville Elementary School,,,,,,,,,,74.0,0.19525065963060687,Louisburg,KS,Miami County,Rural,Primary,Regular School,False,True,488.0,379.0,28.6,17.06,125.0,0.2561,True
2022-2023,2022-23,EDFacts,201014000040,Olathe East Sr High,,,,,,,,,,408.0,0.21439831844456123,Olathe,KS,Johnson County,Suburb,High,Regular School,False,True,1903.0,1903.0,129.28,14.72,582.0,0.3058,True
2022-2023,2022-23,EDFacts,201014000130,Central Elem,,,,,,,,,,82.0,0.38317757009345793,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,220.0,214.0,22.0,10.0,164.0,0.7455,True
2022-2023,2022-23,EDFacts,201014000131,Fairview Elem,,,,,,,,,,95.0,0.475,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,245.0,200.0,23.6,10.38,161.0,0.6571,True
2022-2023,2022-23,EDFacts,201014000132,Ridgeview Elem,,,,,,,,,,88.0,0.4607329842931937,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,255.0,191.0,27.8,9.17,189.0,0.7412,True
2022-2023,2022-23,EDFacts,201014000133,Washington Elem,,,,,,,,,,194.0,0.5558739255014327,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,359.0,349.0,35.3,10.17,305.0,0.8496,True
2022-2023,2022-23,EDFacts,201014000134,Westview Elem,,,,,,,,,,67.0,0.4240506329113924,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,164.0,158.0,21.8,7.52,119.0,0.7256,True
2022-2023,2022-23,EDFacts,201014000135,Santa Fe Trail Middle School,,,,,,,,,,143.0,0.2251968503937008,Olathe,KS,Johnson County,Suburb,Middle,Regular School,False,True,635.0,635.0,55.6,11.42,384.0,0.6047,True
2022-2023,2022-23,EDFacts,201014000136,Oregon Trail Middle School,,,,,,,,,,129.0,0.1963470319634703,Olathe,KS,Johnson County,Suburb,Middle,Regular School,False,True,657.0,657.0,53.7,12.23,304.0,0.4627,True
2022-2023,2022-23,EDFacts,201014000137,Olathe North Sr High,,,,,,,,,,581.0,0.26053811659192827,Olathe,KS,Johnson County,Suburb,High,Regular School,False,True,2230.0,2230.0,132.8,16.79,919.0,0.4121,True
2022-2023,2022-23,EDFacts,201014000140,Meadow Lane Elem,,,,,,,,,,59.0,0.15567282321899736,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,385.0,379.0,26.85,14.34,26.0,0.0675,True
2022-2023,2022-23,EDFacts,201014000141,Rolling Ridge Elem,,,,,,,,,,125.0,0.38461538461538464,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,373.0,325.0,30.6,12.19,259.0,0.6944,True
2022-2023,2022-23,EDFacts,201014000142,Northview Elem,,,,,,,,,,104.0,0.4425531914893617,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,241.0,235.0,21.9,11.0,140.0,0.5809,True
2022-2023,2022-23,EDFacts,201014000143,Havencroft Elem,,,,,,,,,,118.0,0.4701195219123506,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,255.0,251.0,25.6,9.96,156.0,0.6118,True
2022-2023,2022-23,EDFacts,201014000144,Scarborough Elem,,,,,,,,,,94.0,0.34057971014492755,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,300.0,276.0,23.3,12.88,105.0,0.35,True
2022-2023,2022-23,EDFacts,201014000145,Black Bob Elem,,,,,,,,,,105.0,0.330188679245283,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,349.0,318.0,23.7,14.73,85.0,0.2436,True
2022-2023,2022-23,EDFacts,201014000910,Heatherstone Elem,,,,,,,,,,156.0,0.416,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,427.0,375.0,31.4,13.6,129.0,0.3021,True
2022-2023,2022-23,EDFacts,201014001000,Bentwood Elem,,,,,,,,,,92.0,0.2839506172839506,Olathe,KS,Johnson County,City,Primary,Regular School,False,True,346.0,324.0,24.8,13.95,48.0,0.1387,True
2022-2023,2022-23,EDFacts,201014001019,California Trail Middle School,,,,,,,,,,77.0,0.13006756756756757,Olathe,KS,Johnson County,Suburb,Middle,Regular School,False,True,592.0,592.0,46.0,12.87,88.0,0.1486,True
2022-2023,2022-23,EDFacts,201014001292,Cedar Creek Elem,,,,,,,,,,115.0,0.2725118483412322,Olathe,KS,Johnson County,Rural,Primary,Regular School,False,True,430.0,422.0,28.9,14.88,28.0,0.0651,True
2022-2023,2022-23,EDFacts,201014001484,Regency Place Elementary,,,,,,,,,,93.0,0.22572815533980584,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,419.0,412.0,30.7,13.65,61.0,0.1456,True
2022-2023,2022-23,EDFacts,201014001541,Sunnyside Elementary School,,,,,,,,,,104.0,0.3161094224924012,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,338.0,329.0,25.2,13.41,53.0,0.1568,True
2022-2023,2022-23,EDFacts,201014001548,Chisholm Trail Middle School,,,,,,,,,,59.0,0.09719934102141681,Olathe,KS,Johnson County,Suburb,Middle,Regular School,False,True,607.0,607.0,45.0,13.49,91.0,0.1499,True
2022-2023,2022-23,EDFacts,201014001590,Tomahawk Elem,,,,,,,,,,115.0,0.3924914675767918,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,341.0,293.0,24.9,13.69,154.0,0.4516,True
2022-2023,2022-23,EDFacts,201014001601,Indian Trail Middle School,,,,,,,,,,149.0,0.24466338259441708,Olathe,KS,Johnson County,Suburb,Middle,Regular School,False,True,609.0,609.0,51.65,11.79,321.0,0.5271,True
2022-2023,2022-23,EDFacts,201014001602,Olathe South Sr High,,,,,,,,,,436.0,0.23682781097229766,Olathe,KS,Johnson County,Suburb,High,Regular School,False,True,1841.0,1841.0,119.72,15.38,380.0,0.2064,True
2022-2023,2022-23,EDFacts,201014001617,Prairie Center Elem,,,,,,,,,,86.0,0.22631578947368422,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,390.0,380.0,26.0,15.0,77.0,0.1974,True
2022-2023,2022-23,EDFacts,201014001624,Brougham Elem,,,,,,,,,,84.0,0.2916666666666667,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,320.0,288.0,21.7,14.75,51.0,0.1594,True
2022-2023,2022-23,EDFacts,201014001625,Indian Creek Elem,,,,,,,,,,128.0,0.3657142857142857,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,365.0,350.0,28.5,12.81,229.0,0.6274,True
2022-2023,2022-23,EDFacts,201014001626,Walnut Grove Elem,,,,,,,,,,188.0,0.4845360824742268,Olathe,KS,Johnson County,Suburb,Primary,Regular School,False,True,414.0,388.0,29.8,13.89,143.0,0.3454,True
