SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,DATA_GROUP,LUNCH_PROGRAM,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,20,KANSAS,KS,Pleasant Ridge Middle,01,,KS-D0449,2005640,KS-D0449-6917,200564001130,2001130,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Middle,01,,KS-D0449,2005640,KS-D0449-6917,200564001130,2001130,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Middle,01,,KS-D0449,2005640,KS-D0449-6917,200564001130,2001130,Free and Reduced-price Lunch Table,Free lunch qualified,26,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Middle,01,,KS-D0449,2005640,KS-D0449-6917,200564001130,2001130,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,8,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge High,01,,KS-D0449,2005640,KS-D0449-6918,200564001131,2001131,Free and Reduced-price Lunch Table,No Category Codes,46,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge High,01,,KS-D0449,2005640,KS-D0449-6918,200564001131,2001131,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Pleasant Ridge High,01,,KS-D0449,2005640,KS-D0449-6918,200564001131,2001131,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge High,01,,KS-D0449,2005640,KS-D0449-6918,200564001131,2001131,Free and Reduced-price Lunch Table,Free lunch qualified,34,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge High,01,,KS-D0449,2005640,KS-D0449-6918,200564001131,2001131,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,12,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Elementary,01,,KS-D0449,2005640,KS-D0449-6919,200564001773,2001773,Free and Reduced-price Lunch Table,No Category Codes,104,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Elementary,01,,KS-D0449,2005640,KS-D0449-6919,200564001773,2001773,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Elementary,01,,KS-D0449,2005640,KS-D0449-6919,200564001773,2001773,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Elementary,01,,KS-D0449,2005640,KS-D0449-6919,200564001773,2001773,Free and Reduced-price Lunch Table,Free lunch qualified,81,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pleasant Ridge Elementary,01,,KS-D0449,2005640,KS-D0449-6919,200564001773,2001773,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,23,Category Set A,Reported
2024-2025,20,KANSAS,KS,Bradley Elem,01,,KS-D0207,2006330,KS-D0207-0286,200633000046,2000046,Free and Reduced-price Lunch Table,No Category Codes,26,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Bradley Elem,01,,KS-D0207,2006330,KS-D0207-0286,200633000046,2000046,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Bradley Elem,01,,KS-D0207,2006330,KS-D0207-0286,200633000046,2000046,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Bradley Elem,01,,KS-D0207,2006330,KS-D0207-0286,200633000046,2000046,Free and Reduced-price Lunch Table,Free lunch qualified,17,Category Set A,Reported
2024-2025,20,KANSAS,KS,Bradley Elem,01,,KS-D0207,2006330,KS-D0207-0286,200633000046,2000046,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,9,Category Set A,Reported
2024-2025,20,KANSAS,KS,Eisenhower Elem,01,,KS-D0207,2006330,KS-D0207-0288,200633000047,2000047,Free and Reduced-price Lunch Table,No Category Codes,35,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Eisenhower Elem,01,,KS-D0207,2006330,KS-D0207-0288,200633000047,2000047,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Eisenhower Elem,01,,KS-D0207,2006330,KS-D0207-0288,200633000047,2000047,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Eisenhower Elem,01,,KS-D0207,2006330,KS-D0207-0288,200633000047,2000047,Free and Reduced-price Lunch Table,Free lunch qualified,19,Category Set A,Reported
2024-2025,20,KANSAS,KS,Eisenhower Elem,01,,KS-D0207,2006330,KS-D0207-0288,200633000047,2000047,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,16,Category Set A,Reported
2024-2025,20,KANSAS,KS,MacArthur Elem,01,,KS-D0207,2006330,KS-D0207-0290,200633000048,2000048,Free and Reduced-price Lunch Table,No Category Codes,15,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,MacArthur Elem,01,,KS-D0207,2006330,KS-D0207-0290,200633000048,2000048,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,MacArthur Elem,01,,KS-D0207,2006330,KS-D0207-0290,200633000048,2000048,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,MacArthur Elem,01,,KS-D0207,2006330,KS-D0207-0290,200633000048,2000048,Free and Reduced-price Lunch Table,Free lunch qualified,8,Category Set A,Reported
2024-2025,20,KANSAS,KS,MacArthur Elem,01,,KS-D0207,2006330,KS-D0207-0290,200633000048,2000048,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,7,Category Set A,Reported
2024-2025,20,KANSAS,KS,Patton Jr High,01,,KS-D0207,2006330,KS-D0207-0294,200633000049,2000049,Free and Reduced-price Lunch Table,No Category Codes,48,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Patton Jr High,01,,KS-D0207,2006330,KS-D0207-0294,200633000049,2000049,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Patton Jr High,01,,KS-D0207,2006330,KS-D0207-0294,200633000049,2000049,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Patton Jr High,01,,KS-D0207,2006330,KS-D0207-0294,200633000049,2000049,Free and Reduced-price Lunch Table,Free lunch qualified,28,Category Set A,Reported
2024-2025,20,KANSAS,KS,Patton Jr High,01,,KS-D0207,2006330,KS-D0207-0294,200633000049,2000049,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,20,Category Set A,Reported
2024-2025,20,KANSAS,KS,Gardner Elem,01,,KS-D0231,2006420,KS-D0231-0804,200642000120,2000120,Free and Reduced-price Lunch Table,No Category Codes,142,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Gardner Elem,01,,KS-D0231,2006420,KS-D0231-0804,200642000120,2000120,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Gardner Elem,01,,KS-D0231,2006420,KS-D0231-0804,200642000120,2000120,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Gardner Elem,01,,KS-D0231,2006420,KS-D0231-0804,200642000120,2000120,Free and Reduced-price Lunch Table,Free lunch qualified,129,Category Set A,Reported
2024-2025,20,KANSAS,KS,Gardner Elem,01,,KS-D0231,2006420,KS-D0231-0804,200642000120,2000120,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,13,Category Set A,Reported
2024-2025,20,KANSAS,KS,Gardner Edgerton High,01,,KS-D0231,2006420,KS-D0231-0808,200642000122,2000122,Free and Reduced-price Lunch Table,No Category Codes,636,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Gardner Edgerton High,01,,KS-D0231,2006420,KS-D0231-0808,200642000122,2000122,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Gardner Edgerton High,01,,KS-D0231,2006420,KS-D0231-0808,200642000122,2000122,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Gardner Edgerton High,01,,KS-D0231,2006420,KS-D0231-0808,200642000122,2000122,Free and Reduced-price Lunch Table,Free lunch qualified,481,Category Set A,Reported
2024-2025,20,KANSAS,KS,Gardner Edgerton High,01,,KS-D0231,2006420,KS-D0231-0808,200642000122,2000122,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,155,Category Set A,Reported
2024-2025,20,KANSAS,KS,Edgerton Elem,01,,KS-D0231,2006420,KS-D0231-0812,200642000123,2000123,Free and Reduced-price Lunch Table,No Category Codes,49,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Edgerton Elem,01,,KS-D0231,2006420,KS-D0231-0812,200642000123,2000123,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Edgerton Elem,01,,KS-D0231,2006420,KS-D0231-0812,200642000123,2000123,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Edgerton Elem,01,,KS-D0231,2006420,KS-D0231-0812,200642000123,2000123,Free and Reduced-price Lunch Table,Free lunch qualified,37,Category Set A,Reported
2024-2025,20,KANSAS,KS,Edgerton Elem,01,,KS-D0231,2006420,KS-D0231-0812,200642000123,2000123,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,12,Category Set A,Reported
2024-2025,20,KANSAS,KS,Sunflower Elementary,01,,KS-D0231,2006420,KS-D0231-0814,200642000997,2000997,Free and Reduced-price Lunch Table,No Category Codes,88,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Sunflower Elementary,01,,KS-D0231,2006420,KS-D0231-0814,200642000997,2000997,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Sunflower Elementary,01,,KS-D0231,2006420,KS-D0231-0814,200642000997,2000997,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Sunflower Elementary,01,,KS-D0231,2006420,KS-D0231-0814,200642000997,2000997,Free and Reduced-price Lunch Table,Free lunch qualified,70,Category Set A,Reported
2024-2025,20,KANSAS,KS,Sunflower Elementary,01,,KS-D0231,2006420,KS-D0231-0814,200642000997,2000997,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,18,Category Set A,Reported
2024-2025,20,KANSAS,KS,Moonlight Elementary School,01,,KS-D0231,2006420,KS-D0231-0815,200642001716,2001716,Free and Reduced-price Lunch Table,No Category Codes,184,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Moonlight Elementary School,01,,KS-D0231,2006420,KS-D0231-0815,200642001716,2001716,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Moonlight Elementary School,01,,KS-D0231,2006420,KS-D0231-0815,200642001716,2001716,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Moonlight Elementary School,01,,KS-D0231,2006420,KS-D0231-0815,200642001716,2001716,Free and Reduced-price Lunch Table,Free lunch qualified,137,Category Set A,Reported
2024-2025,20,KANSAS,KS,Moonlight Elementary School,01,,KS-D0231,2006420,KS-D0231-0815,200642001716,2001716,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,47,Category Set A,Reported
2024-2025,20,KANSAS,KS,Madison Elementary,01,,KS-D0231,2006420,KS-D0231-0816,200642001780,2001780,Free and Reduced-price Lunch Table,No Category Codes,176,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Madison Elementary,01,,KS-D0231,2006420,KS-D0231-0816,200642001780,2001780,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Madison Elementary,01,,KS-D0231,2006420,KS-D0231-0816,200642001780,2001780,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Madison Elementary,01,,KS-D0231,2006420,KS-D0231-0816,200642001780,2001780,Free and Reduced-price Lunch Table,Free lunch qualified,128,Category Set A,Reported
2024-2025,20,KANSAS,KS,Madison Elementary,01,,KS-D0231,2006420,KS-D0231-0816,200642001780,2001780,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,48,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pioneer Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0817,200642001824,2001824,Free and Reduced-price Lunch Table,No Category Codes,181,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Pioneer Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0817,200642001824,2001824,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Pioneer Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0817,200642001824,2001824,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pioneer Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0817,200642001824,2001824,Free and Reduced-price Lunch Table,Free lunch qualified,142,Category Set A,Reported
2024-2025,20,KANSAS,KS,Pioneer Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0817,200642001824,2001824,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,39,Category Set A,Reported
2024-2025,20,KANSAS,KS,Nike Elementary,01,,KS-D0231,2006420,KS-D0231-0818,200642001825,2001825,Free and Reduced-price Lunch Table,No Category Codes,143,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Nike Elementary,01,,KS-D0231,2006420,KS-D0231-0818,200642001825,2001825,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Nike Elementary,01,,KS-D0231,2006420,KS-D0231-0818,200642001825,2001825,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Nike Elementary,01,,KS-D0231,2006420,KS-D0231-0818,200642001825,2001825,Free and Reduced-price Lunch Table,Free lunch qualified,101,Category Set A,Reported
2024-2025,20,KANSAS,KS,Nike Elementary,01,,KS-D0231,2006420,KS-D0231-0818,200642001825,2001825,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,42,Category Set A,Reported
2024-2025,20,KANSAS,KS,Wheatridge Middle School,01,,KS-D0231,2006420,KS-D0231-0819,200642001878,2001878,Free and Reduced-price Lunch Table,No Category Codes,218,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Wheatridge Middle School,01,,KS-D0231,2006420,KS-D0231-0819,200642001878,2001878,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Wheatridge Middle School,01,,KS-D0231,2006420,KS-D0231-0819,200642001878,2001878,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Wheatridge Middle School,01,,KS-D0231,2006420,KS-D0231-0819,200642001878,2001878,Free and Reduced-price Lunch Table,Free lunch qualified,168,Category Set A,Reported
2024-2025,20,KANSAS,KS,Wheatridge Middle School,01,,KS-D0231,2006420,KS-D0231-0819,200642001878,2001878,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Grand Star Elementary,01,,KS-D0231,2006420,KS-D0231-0927,200642002070,2002070,Free and Reduced-price Lunch Table,No Category Codes,214,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Grand Star Elementary,01,,KS-D0231,2006420,KS-D0231-0927,200642002070,2002070,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Grand Star Elementary,01,,KS-D0231,2006420,KS-D0231-0927,200642002070,2002070,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Grand Star Elementary,01,,KS-D0231,2006420,KS-D0231-0927,200642002070,2002070,Free and Reduced-price Lunch Table,Free lunch qualified,175,Category Set A,Reported
2024-2025,20,KANSAS,KS,Grand Star Elementary,01,,KS-D0231,2006420,KS-D0231-0927,200642002070,2002070,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,39,Category Set A,Reported
2024-2025,20,KANSAS,KS,Trail Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0936,200642002076,2002076,Free and Reduced-price Lunch Table,No Category Codes,299,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Trail Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0936,200642002076,2002076,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Trail Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0936,200642002076,2002076,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Trail Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0936,200642002076,2002076,Free and Reduced-price Lunch Table,Free lunch qualified,220,Category Set A,Reported
2024-2025,20,KANSAS,KS,Trail Ridge Middle School,01,,KS-D0231,2006420,KS-D0231-0936,200642002076,2002076,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,79,Category Set A,Reported
2024-2025,20,KANSAS,KS,Banneker Elem,01,,KS-D0500,2007950,KS-D0500-8279,200795001388,2001388,Free and Reduced-price Lunch Table,No Category Codes,237,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Banneker Elem,01,,KS-D0500,2007950,KS-D0500-8279,200795001388,2001388,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Banneker Elem,01,,KS-D0500,2007950,KS-D0500-8279,200795001388,2001388,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Banneker Elem,01,,KS-D0500,2007950,KS-D0500-8279,200795001388,2001388,Free and Reduced-price Lunch Table,Free lunch qualified,222,Category Set A,Reported
2024-2025,20,KANSAS,KS,Banneker Elem,01,,KS-D0500,2007950,KS-D0500-8279,200795001388,2001388,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,15,Category Set A,Reported
2024-2025,20,KANSAS,KS,Silver City Elem,01,,KS-D0500,2007950,KS-D0500-8282,200795001390,2001390,Free and Reduced-price Lunch Table,No Category Codes,1248,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Silver City Elem,01,,KS-D0500,2007950,KS-D0500-8282,200795001390,2001390,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Silver City Elem,01,,KS-D0500,2007950,KS-D0500-8282,200795001390,2001390,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Silver City Elem,01,,KS-D0500,2007950,KS-D0500-8282,200795001390,2001390,Free and Reduced-price Lunch Table,Free lunch qualified,1150,Category Set A,Reported
2024-2025,20,KANSAS,KS,Silver City Elem,01,,KS-D0500,2007950,KS-D0500-8282,200795001390,2001390,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,98,Category Set A,Reported
2024-2025,20,KANSAS,KS,Chelsea Elem,01,,KS-D0500,2007950,KS-D0500-8284,200795001392,2001392,Free and Reduced-price Lunch Table,No Category Codes,483,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Chelsea Elem,01,,KS-D0500,2007950,KS-D0500-8284,200795001392,2001392,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Chelsea Elem,01,,KS-D0500,2007950,KS-D0500-8284,200795001392,2001392,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Chelsea Elem,01,,KS-D0500,2007950,KS-D0500-8284,200795001392,2001392,Free and Reduced-price Lunch Table,Free lunch qualified,451,Category Set A,Reported
2024-2025,20,KANSAS,KS,Chelsea Elem,01,,KS-D0500,2007950,KS-D0500-8284,200795001392,2001392,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,32,Category Set A,Reported
2024-2025,20,KANSAS,KS,Douglass Elem,01,,KS-D0500,2007950,KS-D0500-8285,200795001393,2001393,Free and Reduced-price Lunch Table,No Category Codes,238,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Douglass Elem,01,,KS-D0500,2007950,KS-D0500-8285,200795001393,2001393,Direct Certification,Not Applicable,,Education Unit Total,Not reported
