SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,20,KANSAS,KS,Kansas City,01,,KS-D0500,2007950,School Staff,817.90,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Kansas City,01,,KS-D0500,2007950,Teachers,1399.56,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Kansas City,01,,KS-D0500,2007950,No Category Codes,3285.93,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,All Other Support Staff,50.70,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Elementary Teachers,98.49,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Instructional Coordinators and Supervisors to the Staff,11.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Kindergarten Teachers,14.85,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,LEA Administrative Support Staff,5.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,LEA Administrators,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Librarians/media specialists,1.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Library/Media Support Staff,2.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Paraprofessionals/Instructional Aides,87.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Pre-kindergarten Teachers,6.03,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,School Administrative Support Staff,6.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,School administrators,6.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,School Counselors,8.67,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,School Psychologists,1.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Secondary Teachers,56.47,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Student Support Services Staff (w/o Psychology),26.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Guidance Counselors,8.67,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,LEA Staff,18.50,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Other Staff,50.70,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,School Staff,129.50,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,Teachers,175.84,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Lansing,01,,KS-D0469,2008340,No Category Codes,383.20,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,All Other Support Staff,84.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Elementary Teachers,125.75,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Instructional Coordinators and Supervisors to the Staff,12.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Kindergarten Teachers,17.75,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,LEA Administrative Support Staff,11.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,LEA Administrators,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Librarians/media specialists,0.33,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Library/Media Support Staff,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Paraprofessionals/Instructional Aides,107.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Pre-kindergarten Teachers,7.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,School Administrative Support Staff,18.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,School administrators,7.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,School Counselors,11.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,School Psychologists,5.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Secondary Teachers,77.17,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Student Support Services Staff (w/o Psychology),44.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Guidance Counselors,11.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,LEA Staff,25.50,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Other Staff,84.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,School Staff,183.33,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,Teachers,227.67,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Leavenworth,01,,KS-D0453,2008430,No Category Codes,531.50,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,All Other Support Staff,59.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Elementary Teachers,63.35,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Instructional Coordinators and Supervisors to the Staff,0.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Kindergarten Teachers,8.80,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,LEA Administrative Support Staff,3.80,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,LEA Administrators,1.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Librarians/media specialists,2.35,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Library/Media Support Staff,1.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Paraprofessionals/Instructional Aides,17.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Pre-kindergarten Teachers,2.85,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,School Administrative Support Staff,8.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,School administrators,4.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,School Counselors,1.33,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,School Psychologists,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Secondary Teachers,37.12,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Student Support Services Staff (w/o Psychology),5.20,Category Set A,Reported
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Guidance Counselors,1.33,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,LEA Staff,4.80,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Other Staff,59.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,School Staff,40.55,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,Teachers,112.12,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Louisburg,01,,KS-D0416,2008970,No Category Codes,217.80,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,All Other Support Staff,552.90,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Elementary Teachers,1201.57,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Instructional Coordinators and Supervisors to the Staff,61.95,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Kindergarten Teachers,260.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,LEA Administrative Support Staff,22.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,LEA Administrators,4.90,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Librarians/media specialists,48.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Library/Media Support Staff,32.40,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Paraprofessionals/Instructional Aides,655.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Pre-kindergarten Teachers,48.33,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,School Administrative Support Staff,103.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,School administrators,65.30,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,School Counselors,82.43,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,School Psychologists,36.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Secondary Teachers,679.42,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Student Support Services Staff (w/o Psychology),262.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Guidance Counselors,82.43,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,LEA Staff,88.85,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Other Staff,552.90,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,School Staff,1203.20,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,Teachers,2189.32,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Olathe,01,,KS-D0233,2010140,No Category Codes,4116.70,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,All Other Support Staff,44.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Elementary Teachers,44.58,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Instructional Coordinators and Supervisors to the Staff,3.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Kindergarten Teachers,6.33,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,LEA Administrative Support Staff,4.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,LEA Administrators,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Librarians/media specialists,1.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Library/Media Support Staff,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Paraprofessionals/Instructional Aides,13.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Pre-kindergarten Teachers,6.83,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,School Administrative Support Staff,7.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,School administrators,4.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,School Counselors,3.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,School Psychologists,1.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Secondary Teachers,27.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Student Support Services Staff (w/o Psychology),8.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Guidance Counselors,3.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,LEA Staff,9.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Other Staff,44.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,School Staff,36.50,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,Teachers,85.24,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Osawatomie,01,,KS-D0367,2010260,No Category Codes,177.75,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,All Other Support Staff,30.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Elementary Teachers,78.06,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Instructional Coordinators and Supervisors to the Staff,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Kindergarten Teachers,9.94,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,LEA Administrative Support Staff,6.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,LEA Administrators,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Library/Media Support Staff,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Paraprofessionals/Instructional Aides,256.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Pre-kindergarten Teachers,2.75,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,School Administrative Support Staff,15.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,School administrators,4.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,School Counselors,2.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,School Psychologists,0.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Secondary Teachers,40.75,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Student Support Services Staff (w/o Psychology),45.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Guidance Counselors,2.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,LEA Staff,10.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Other Staff,30.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,School Staff,322.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,Teachers,131.50,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Paola,01,,KS-D0368,2010500,No Category Codes,495.50,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,All Other Support Staff,19.40,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Elementary Teachers,109.58,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Instructional Coordinators and Supervisors to the Staff,10.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Kindergarten Teachers,13.66,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,LEA Administrative Support Staff,5.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,LEA Administrators,1.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Librarians/media specialists,3.20,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Library/Media Support Staff,1.70,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Paraprofessionals/Instructional Aides,27.40,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Pre-kindergarten Teachers,11.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,School Administrative Support Staff,10.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,School administrators,7.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,School Counselors,9.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,School Psychologists,4.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Secondary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Secondary Teachers,63.49,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Student Support Services Staff (w/o Psychology),19.20,Category Set A,Reported
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Guidance Counselors,9.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,LEA Staff,16.00,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Other Staff,19.40,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,School Staff,72.50,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,Teachers,198.23,Derived - Major Staffing Category,Derived
2024-2025,20,KANSAS,KS,Piper-Kansas City,01,,KS-D0203,2010680,No Category Codes,315.12,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,All Other Support Staff,489.30,Category Set A,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,Elementary School Counselors,,Category Set A,Missing
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,Elementary Teachers,1015.35,Category Set A,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,Instructional Coordinators and Supervisors to the Staff,116.04,Category Set A,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,Kindergarten Teachers,218.10,Category Set A,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,LEA Administrative Support Staff,50.50,Category Set A,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,LEA Administrators,8.00,Category Set A,Reported
2024-2025,20,KANSAS,KS,Shawnee Mission Pub Sch,01,,KS-D0512,2011640,Librarians/media specialists,16.71,Category Set A,Reported
